advising_requisite_code	core_literature_requirement	course_catalog_text	course_code	course_code_number	course_code_prefix	course_code_sanitized	course_fees	course_title	default_credit_hours	division_code	fee_type	fixed_variable_credit	max_credit_hours	min_credit_hourse
PHY211	Y	Systems under influence of external forces, topics include rigid body equilibrium, distributed forces, structures, forces in beams and cables, friction, virtual work, includes wide variety of examples. Laboratory included. Prerequisite: PHY125, 121. Corequisites: MAT122. (Alternate years.) Lab fee.	PHY  211                      	211	PHY	PHY-211	0	STATICS	4	UG	Y	F	4	4
PHY221	NULL	Complex algrebra, vector algrebra, vector calculus including orthogonal coordinate systems and tensor notation, linear equations and transformations. Fourier series and transforms. Prerequisite: MAT223.	PHY  221                      	221	PHY	PHY-221	0	MATHEMATICAL METHODS IN PHYSICS I	4	UG	NULL	F	4	4
PHY225	Y	Analysis of analog circuits including complex algebra and phasor methods, network theorems, resonance, electronic devices, power supplies, operational amplifiers and transistor amplifiers and oscillators. Includes introduction to digital electronics. Lab included. Prerequisite: PHY122. (Alternate years.)	PHY  225                      	225	PHY	PHY-225	0	ELECTRONICS	4	UG	Y	F	4	4
PHY293	Y	Newtonian mechanics including study of conservation theorems, gravitation, oscillations, calculus of variations, Hamilton�s Principle, Lagrangian and Hamiltonian dynamics, central force motion, multiparticle systems, noninertial frames, rigid bodies. Laboratory included. Prerequisites: PHY121. Corequisite PHY221.  (Alternate years.).	PHY  293                      	293	PHY	PHY-293	0	MECHANICS	4	UG	Y	F	4	4
PHY339	Y	Theory of electrostatics, dielectrics, magnetostatics, dia-, para- and ferromagnetism, induction, Maxwell�s equations. Laboratory included. Prerequisites: PHY122. Corequisite PHY214. (Alternate years.).	PHY  339                      	339	PHY	PHY-339	0	ELECTRIC & MAGNETIC FIELDS I	4	UG	Y	V	4	4
PHY341	Y	Fundamentals of geometrical and physical optics including reflection, refraction, aberrations, interference, diffraction, polarization and dispersion. Laboratory included. Prerequisite: PHY122. (Offered upon sufficient demand.).	PHY  341                      	341	PHY	PHY-341	0	OPTICS	4	UG	Y	F	4	4
PHY355	NULL	matrix formulation of quantum mechanics and covers a variety of systems including spin systems, identical particles, perturbation theory and scattering. Prerequisite PHY283. (Alternate years.)	PHY  355                      	355	PHY	PHY-355	0	QUANTUM MECHANICS	4	UG	NULL	F	4	4
PHY372	NULL	Statistical properties of systems composed of large numbers of particles including classical and quantum distribution functions, thermodynamic concepts and functions, kinetic theory of gases. Prerequisite: PHY122. (Alternate years.)	PHY  372                      	372	PHY	PHY-372	0	THERMAL PHYSICS	4	UG	NULL	F	4	4
PHY391	NULL	Explores current reseearch, postbaccalaureate education and employment, theological, philosophical and ethical issues related to physics.	PHY  391                      	391	PHY	PHY-391	0	JUNIOR SEMINAR I	0	UG	NULL	F	0	0
PHY392	NULL	Explores current reseearch, postbaccalaureate education and employment, theological, philosophical and ethical issues related to physics.	PHY  392                      	392	PHY	PHY-392	0	JUNIOR SEMINAR II	0	UG	NULL	F	0	0
PHY491	NULL	Explores current reseearch, postbaccalaureate education and employment, theological, philosophical and ethical issues related to physics.	PHY  491                      	491	PHY	PHY-491	0	SENIOR SEMINAR I	1	UG	NULL	F	1	1
PHY492	NULL	Explores current reseearch, postbaccalaureate education and employment, theological, philosophical and ethical issues related to physics.	PHY  492                      	492	PHY	PHY-492	0	SENIOR SEMINAR II	1	UG	NULL	F	1	1
POL104	NULL	Critically examines basic commitments, institutions and processes of American politics; engages contemporary political debate; focuses on Constitution, political culture, interest groups, parties, Congress, Presidency and Supreme Court. Fulfills core Civic responsibility theme.	POL  104                      	104	POL	POL-104	0	AMERICAN NATIONAL POLITICS	4	UG	NULL	F	4	4
POL104	NULL	Critically examines basic commitments, institutions and processes of American politics; engages contemporary political debate; focuses on Constitution, political culture, interest groups, parties, Congress, Presidency and Supreme Court. Fulfills core Civic responsibility theme.	POL  104                      	104	POL	POL-104	0	AMERICAN NATIONAL POLITICS	4	UG	NULL	F	4	4
POL105	NULL	Explores basic political concepts, systems and problems in worldwide context. Encourages development and use of Christian worldview to transcend existing modes of understanding and practicing politics.	POL  105                      	105	POL	POL-105	0	PERSPECTIVES ON POLITICAL ORDER	2	UG	NULL	F	2	2
POL106	NULL	Studies relations among nations, politics of war and peace, elements and limits of national power, issues of hunger,  development and human rights. Emphasizes American involvement in world affairs; examines Christian options.	POL  106                      	106	POL	POL-106	0	INTERNATIONAL RELATIONS	4	UG	NULL	F	4	4
POL106	NULL	Studies relations among nations, politics of war and peace, elements and limits of national power, issues of hunger,  development and human rights. Emphasizes American involvement in world affairs; examines Christian options.	POL  106                      	106	POL	POL-106	0	INTERNATIONAL RELATIONS	4	UG	NULL	F	4	4
POL210	NULL	Provides overview of basic concepts and theoretical approaches used to compare political systems, exploring distincitive and similar characteristics of various states (industrialized, authoritarian and developing.) Government, culture and development of seven country cases are evaluated: Britain, Germany, Japan, Russia, China, India and South Africa. Fulfills core Global Understanding theme.	POL  210                      	210	POL	POL-210	0	INTRO TO COMPARATIVE POLITICS	4	UG	NULL	F	4	4
POL213	NULL	Examines political communication in American politics from empirical and normative perspectives, focusing on campaigns and elections, public opinion,  mass media, interest groups and political parties. Prerequisite: POL104 or course in communications, or permission of instructor.	POL  213                      	213	POL	POL-213	0	POLITICAL COMM:VOTES,GROUPS,MEDIA	4	UG	NULL	F	4	4
POL214	NULL	Examines policy making from agenda setting to implementation and evaluation of policies; students explore specific domestic policy interests.   Prerequisite: POL104 or permission of instructor.	POL  214                      	214	POL	POL-214	0	AMERICAN DOMESTIC POLICY	4	UG	NULL	F	4	4
POL217	NULL	Surveys development of American constitutional law from historical perspective using case-analysis approach. Emphasizes civil liberties and federal-state relations. Prerequisite: course in American politics or American history, or permission of instructor.	POL  217                      	217	POL	POL-217	0	AMERICAN CONSTITUTIONAL LAW	4	UG	NULL	F	4	4
POL219	NULL	Explores political-economic situation in countries typically described as �developing.� Using case studies, issues related to structures, markets and societal activity are examined. Emphasizes politics of developmental strategies and place of Christian worldviews.	POL  219                      	219	POL	POL-219	0	POLITICS OF THE DEVELOPING WORLD	4	UG	NULL	F	4	4
POL223	NULL	Explores major themes in Western tradition from classical and modern political thought. Explores central concepts of state and citizen, and considers major traditions in Christian political thought. Cross-listed as PHI 223    Prerequisite(s): Sophomore standing or permission of instructor.      	POL  223                      	223	POL	POL-223	0	THEORIES OF POLITICS	4	UG	NULL	F	4	4
POL246	Y	Students serve as U.N. representatives of country at National Model United Nations Program at Harvard University; extensive economic, political, social, cultural and scientific reports required on national and international concerns of country delegation represents. Includes intensive preparation in parliamentary procedures and debate. Repeatable for credit. Up to 4 credits may be applied to the major; additional credit will be applied to free electives. Class fee: $300.	POL  246                      	246	POL	POL-246	0	INTERNATIONAL DIPLOMACY:MODEL U.N.	2	UG	Y	F	2	2
POL310	NULL	Examines factors shaping international behavior of United States from end of World War II to present; analytical importance  of international system, domestic interest groups, governmental actors, public opinion and ideology; dilemma of reconciling moral principles with exercise of world power. Prerequisite: junior standing.    	POL  310                      	310	POL	POL-310	0	AMERICAN FOREIGN POLICY	4	UG	NULL	F	4	4
POL320	NULL	Overview of relationship between gender and politics in American and international context. Focuses on role of gender in defining and shaping politics, political behavior and public policy; political socialization, mobilization and participation of women; formation, leadership and efficacy of women�s movements (feminist and nonfeminist); and various ways in which women, as political actors and theorists, have challenged and redefined �politics as usual.�  Prerequisite: a 100-level course in politics.	POL  320                      	320	POL	POL-320	0	WOMEN AND POLITICS	4	UG	NULL	F	4	4
POL322	NULL	Are all Americans liberals? Examines American political tradition, using primary documents from Colonial period through present, with special emphasis on Federal Convention of 1787 and Christian critique of contemporary liberalism. Fulfills core Civic Responsibility theme. Prerequisite: POL104.	POL  322                      	322	POL	POL-322	0	AMERICAN POLITICAL THOUGHT	4	UG	NULL	F	4	4
POL329	NULL	A survey of major philosophers in Western political thought from Machiavilli to Marx.  A central focus is on development of major political concepts (natural rights, popular sovereignty, constitutionalism, revolution) and theoretical questions, including the nature of politics, the relation between faith and theory, and sources of political authority. Cross-listed as PHI 329. Prerequisite: Sophomore standing.	POL  329                      	329	POL	POL-329	0	MODERN POLITICAL THEORY	4	UG	NULL	F	4	4
POL338	NULL	Explores the development of political and economic institutions of post-Soviet states in Eastern Europe. Course includes historic and contemporary geopolitical concerns related to the Cold War, Russia, and NATO.	POL  338                      	338	POL	POL-338	0	POLITICS OF EASTERN EUROPE	4	UG	NULL	F	4	4
POL348	NULL	Critical analyses of leading schools of thought in international relations and their policy implications for major topics such as war, peace and cooperation. Approaches considered include, among others, realism, Marxism, neoliberalism and constructivism. Prerequisite: POL106.	POL  348                      	348	POL	POL-348	0	THEORIES OF INTERNATIONAL RELATIONS	4	UG	NULL	F	4	4
POL349	NULL	Focuses on contemporary relationships between religion and public life internationally, recognizing religion�s contribution to conflict and oppression and to positive political change. Compares church-state relationships; analyzes relationship of religion to conflict, cooperation, society and diplomacy; surveys religion and politics in multiple regions; and reviews theories of religion�s role in society.	POL  349                      	349	POL	POL-349	0	RELIGION AND INTERNATIONAL AFFAIRS	4	UG	NULL	F	4	4
ECB416	NULL	Examines political  aspects of international economic relations; global economy, development of  international economic organizations and role of key national and transnational  actors (e.g., United States and U.S.-based multinational corporations). Alternative  theoretical approaches presented.     Prerequisites: junior standing, POL106 and ECB202.	POL  416                      	416	POL	POL-416	0	INTERNATIONAL POLITICAL ECONOMY	4	UG	NULL	F	4	4
POL434	NULL	Primary emphasis on principles of Christian pluralism from Reformed and Catholic traditions. Develop individual projects in application of Christian principles to public policy questions in United States, Europe, developing world, international politics, etc. Senior capstone course in seminar format.	POL  434                      	434	POL	POL-434	0	STATE, CITIZEN & CIVIL SOCIETY	2	UG	NULL	F	2	2
PSY180	NULL	Explores psychological perspectives on nature of persons in cross-cultural context. Focuses on research and theory, and introduces the discipline of psychology. Topics addressed include learning, development, social behavior, physiology, personality, memory, emotion, thinking, and diagnosis and treatment of disorders.	PSY  180                      	180	PSY	PSY-180	0	PERSON IN PSYCHOLOGICAL CONTEXT	4	UG	NULL	F	4	4
PSY243	NULL	Introduces research and theories about social dimensions of human thought, action and emotion. Topics include altruism, aggression, attitudes, group behavior, language and nonverbal communication. Prerequisite: PSY180.	PSY  243                      	243	PSY	PSY-243	0	SOCIAL PSYCHOLOGY	4	UG	NULL	F	4	4
PSY245	NULL	Considers social, cognitive, physical, and emotional aspects of human development from conception to death. Discussion of major issues at each stage of development, e.g., prenatal development, adolescence, cross-cultural differences in emerging adulthood, parenting, empty nest.  Students who have taken PSY244 or EDU 225 cannot get credit for this course.	PSY  245                      	245	PSY	PSY-245	0	LIFE SPAN DEVELOPMENTAL PSYCHOLOGY	4	UG	NULL	F	4	4
PSY245	NULL	Considers social, cognitive, physical, and emotional aspects of human development from conception to death. Discussion of major issues at each stage of development, e.g., prenatal development, adolescence, cross-cultural differences in emerging adulthood, parenting, empty nest.  Students who have taken PSY244 or EDU 225 cannot get credit for this course.	PSY  245                      	245	PSY	PSY-245	0	LIFE SPAN DEVELOPMENTAL PSYCHOLOGY	4	UG	NULL	F	4	4
PSY246	NULL	Surveys psychopathology including psychosis, anxiety disorders, mood disorders and addictions; history of treatment and theory; current perspectives in treatment and prevention. Prerequisite: PSY180.	PSY  246                      	246	PSY	PSY-246	0	CLINICAL PSYCH: PSYCHOPATHOLOGY	4	UG	NULL	F	4	4
PSY250	NULL	Examination of organization of cognitive functioning with particular emphasis on human memory and how information is perceived and processed. Studies most prominent features of human knowledge acquisition. Topics include short-term and permanent memories, retention and interference, and memory with and without awareness. Relevance of human memory to contemporary social issues (e.g., child sexual abuse and recovered memory/false memory controversy) also discussed.	PSY  250                      	250	PSY	PSY-250	0	PSYCHOLOGY OF MEMORY	4	UG	NULL	F	4	4
PSY256	Y	Presents approaches to conducting research in behavioral sciences. Explores entire research process from conception and design of research projects, research ethics, and data analysis and interpretation, to the dissemination of research findings. Examines quantitative and qualitative research; experimental, quasi-experimental and correlational designs. Covers basic statistical methods including descriptive and inferential procedures; parametric and nonparametric considerations; correlation, regression and analysis of variance. Emphasizes selection and interpretation of statistical procedures and computer data analysis (SPSS). Lecture and laboratory. Research project required. Prerequisites:PSY220. Lab fee.  Core Natural World theme beginning with course taught Fall 2012.	PSY  256                      	256	PSY	PSY-256	0	RESEARCH METHODS I	4	UG	Y	F	4	4
PSY257	Y	Presents approaches to conducting research in behavioral sciences. Explores entire research process from conception and design of research projects, research ethics, and data analysis and interpretation, to the dissemination of research fi ndings. Examines quantitative and qualitative research; experimental, quasi-experimental and correlational designs. Covers basic statistical methods including descriptive and inferential procedures; parametric and nonparametric considerations; correlation, regression and analysis of variance. Emphasizes selection and interpretation of statistical procedures and computer data analysis (SPSS). Lecture and laboratory. Research project required. Prerequisites: PSY220. Lab fee.	PSY  257                      	257	PSY	PSY-257	0	RESEARCH METHODS II	4	UG	Y	F	4	4
PSY275	NULL	Explores tools and methods used by neuroscientists to study the brain (e.g., MRI, fMRI, ERP, PET). Both theoretical and empirical research discussed within topics of neuroanatomy, cognitive psychophysiology and neural substrates of executive functions (e.g., memory, decision making). Major research project required along with attending field trips to nearby brain-imaging laboratories. Fulfills core Natural Science theme.	PSY  275                      	275	PSY	PSY-275	0	NEUROSCIENCE SEMINAR	4	UG	NULL	F	4	4
PSY311	NULL	Reviews diagnosis and causes of emotional, cognitive and physical difficulties in infancy and childhood; individual and classroom behavioral interventions; play therapy. Field trips and observations. Prerequisites: PSY220 and one additional psychology course or permission of  instructor.	PSY  311                      	311	PSY	PSY-311	0	DEVELOPMENTAL DISABILITIES	4	UG	NULL	F	4	4
PSY322	NULL	Surveys major theoretical perspectives in counseling (e.g., client-centered, psychodynamic, cognitive-behavioral, Gestalt perspectives). Explores assumptions about human nature in various approaches and introduces basic aspects of counseling relationships and ethical issues in counseling.    Prerequisite(s): PSY 180 and one additional course in psychology.	PSY  322                      	322	PSY	PSY-322	0	COUNSELING THEORIES/PRACTICE	4	UG	NULL	F	4	4
PSY349	Y	Explores neurological correlates of behavior such as memory, language, emotion, sleep and psychiatric disorders. Topics discussed include brain injury and rehabilitation, Alzheimer�s disease, stroke and aphasia. Prerequisite: PSY257 or permission of instructor.	PSY  349                      	349	PSY	PSY-349	0	PHYSIOLOGICAL PSYCHOLOGY	4	UG	Y	F	4	4
PSY352	Y	Explores at advanced level research and theory on how people feel, act and think with respect to others. Topics such as cross-cultural psychology, emotion, cognition, intimate relationships and moral dimensions of social interaction addressed.  Laboratory prerequisite. PSY257 or permission of instructor. (Alternate years.)	PSY  352                      	352	PSY	PSY-352	0	SOCIAL PERCEPTION & COGNITION	4	UG	Y	F	4	4
PSY425	NULL	Applies selected psychological principles in community agency. Ten hours per week supervised fi eld experience combined with exposure to theoretical issues in class. Taken in sequence. Prerequisites: psychology major with junior or senior standing and consent of instructor. Credit: 4 credits psychology elective.	PSY  425                      	425	PSY	PSY-425	0	INTERNSHIP I	4	UG	NULL	F	4	4
PSY426	NULL	Applies selected psychological principles in community agency. Ten hours per week supervised fi eld experience combined with exposure to theoretical issues in class. Taken in sequence. Prerequisites: psychology major with junior or senior standing and consent of instructor. Credit: 4 credits general elective.	PSY  426                      	426	PSY	PSY-426	0	INTERNSHIP II	4	UG	NULL	V	4	2
PSY447	NULL	Advanced consideration of fundamental issues in scientific theories of psychology. Recent developments and historically influential perspectives explored and evaluated with respect to fundamental issues, e.g. action, cognition, emotion. Topics include cognitive science, culture and cognition, identity and development, behaviorism, ecological psychology, dynamical systems and values and judgment. Prerequisite: senior standing.	PSY  447                      	447	PSY	PSY-447	0	SCIENTIFIC/PHILOS THEORIES IN PSYCH	4	UG	NULL	F	4	4
PSY491	NULL	Examines practical and theoretical aspects of integration of psychology and Christian faith including models of integration and their limitations. , Explores graduate school admission, job search, interviewing and other postgraduate issues. Integration paper required. Prerequisite: senior standing.	PSY  491                      	491	PSY	PSY-491	0	SENIOR SEMINAR	2	UG	NULL	F	2	2
RSW115	NULL	Surveys psychological and sociological factors that influence the nature and scope of leisure, recreation, sport and wellness. Topics include the history of leisure, recreation, sport and wellness professions as well as the breadth of professional careers in recreation, sport and wellness.	RSW  115                      	115	RSW	RSW-115	0	FOUNDATIONS OF REC/SPORT/WELLNESS	4	UG	NULL	F	4	4
RSW216	NULL	Examines skills, methods and techniques of instruction in recreational sports, games, crafts movement and dance.	RSW  216                      	216	RSW	RSW-216	0	RECREATION ACTIVITY ANALYSIS	4	UG	NULL	F	4	4
RSW218	NULL	Examines principles, policies and process of recreation programming and evaluation, i.e., needs assessment, program development, public relations, funding and evaluation. Class project required to provide experiential model for programming process.  	RSW  218                      	218	RSW	RSW-218	0	PROGRAMMING & EVAL IN RECREATION	4	UG	NULL	F	4	4
RSW318	NULL	Examines basic principles of recreational leadership process; theories of leadership styles; process and nature of group development; instructional strategies, methods and techniques of recreational service delivery. Includes field experience. Prerequisite: Major minor, or permission of instructor.  	RSW  318                      	318	RSW	RSW-318	0	RECREATIONAL LEADERSHIP	4	UG	NULL	F	4	4
RSW323	NULL	Explores recreational programs and activities designed for persons with social, emotional, mental and physical challenges, as well as geriatric populations. Includes field experience.  	RSW  323                      	323	RSW	RSW-323	0	RECREATION FOR SPECIAL NEEDS	4	UG	NULL	F	4	4
RSW330	NULL	Examines social psychological dimensions of play, anthropological understanding of games, and sociological issues of sport. Includes explorative research project. Prerequisite: junior or senior standing.	RSW  330                      	330	RSW	RSW-330	0	PLAY/GAMES/SPORT	4	UG	NULL	F	4	4
RSW368	NULL	Examines major psychological variables that influence sport participation and behavior in sport settings. Emphasis on application, description, explanation and prediction of sport participation and performance.  	RSW  368                      	368	RSW	RSW-368	0	SPORT PSYCHOLOGY	4	UG	NULL	F	4	4
RSW391	NULL	Historical and philosophical underpinnings of sport from primitive cultures to contemporary societies and their interrelationship with cultural values.  	RSW  391                      	391	RSW	RSW-391	0	HISTORY & PHILOSOPHY OF SPORT	4	UG	NULL	F	4	4
RSW471	NULL	Supervised research project includes preparation of literature reviews, data collection and analysis, presentations and discussion of papers.  Prerequisites: junior or senior standing, REC330.  	RSW  471                      	471	RSW	RSW-471	0	RESEARCH I	4	UG	NULL	F	4	4
RSW492	NULL	Reviews major philosophical and sociological theories that shape cultural values toward leisure; Christian critique of role of leisure in contemporary society. Prerequisite: senior standing. Open to nonmajors.  	RSW  492                      	492	RSW	RSW-492	0	LEISURE THEORY & CULTURAL VALUES	4	UG	NULL	F	4	4
SOC101	NULL	Explores social dimension of life; human communities and selected social problems and social institutions. Assesses modern social thought and explores social action. Core social science option ofr students entering before fall 2009.	SOC  101                      	101	SOC	SOC-101	0	INTRODUCTION TO SOCIOLOGY	4	UG	NULL	F	4	4
SOC103	NULL	This course provides students with a sociological understanding of social movements that seek to bring about or resist social, political and economic change. Students will learn about when and why social movements occur, who joins and drops out, how do movements decline, and what changes are brought about by movements. This course blends theory with rich examples from the Civil Rights Movement, the Women's Movement, the Gay and Lesbian Movement, the Environmental Movement, the New American Right Movement, among others. Students will be able to understand social movements and their connection to other forms of collective action, such as civic engagement, participation in governance, advocacy, and others.	SOC  103                      	103	SOC	SOC-103	0	SOCIAL MOVEMENTS	4	UG	NULL	F	4	4
SOC103	NULL	This course provides students with a sociological understanding of social movements that seek to bring about or resist social, political and economic change. Students will learn about when and why social movements occur, who joins and drops out, how do movements decline, and what changes are brought about by movements. This course blends theory with rich examples from the Civil Rights Movement, the Women's Movement, the Gay and Lesbian Movement, the Environmental Movement, the New American Right Movement, among others. Students will be able to understand social movements and their connection to other forms of collective action, such as civic engagement, participation in governance, advocacy, and others.	SOC  103                      	103	SOC	SOC-103	0	SOCIAL MOVEMENTS	4	UG	NULL	F	4	4
SOC106	NULL	Explores significant cultural responses to question of why we die, as well as how these responses shape various social practices and institutions. Introduces sociology as primary framework through which to understand social and cultural dynamics. Considers awareness of death as defining feature of humanness.	SOC  106                      	106	SOC	SOC-106	0	SOCIOLOGIES OF DEATH	4	UG	NULL	F	4	4
SOC221	NULL	Analyzes structured social inequality and poverty in human societies. Examines historical systems of stratification based on variety of distributed social resources. Surveys social scientific explanations of stratification, commentaries on its impact on individuals and society, and competing ideologies of inequality. Prerequisite: a 100-level sociology course.	SOC  221                      	221	SOC	SOC-221	0	POWER, PRESTIGE AND POVERTY	4	UG	NULL	F	4	4
SOC221	NULL	Analyzes structured social inequality and poverty in human societies. Examines historical systems of stratification based on variety of distributed social resources. Surveys social scientific explanations of stratification, commentaries on its impact on individuals and society, and competing ideologies of inequality. Prerequisite: a 100-level sociology course.	SOC  221                      	221	SOC	SOC-221	0	POWER, PRESTIGE AND POVERTY	4	UG	NULL	F	4	4
SOC232	NULL	Surveys social diversity in the spheres of race and ethnicity, gender, religion and class in the U.S. in order to understand social stratification. Explores various historic, social and economic forces which have contributed to emergence and assignment of multiple identities among Americans. Major populations and identities such as African Americans, Native Americans, Hispanic Americans, Asian Americans and Anglo Americans will be covered. Prerequisite: a 100-level sociology course.	SOC  232                      	232	SOC	SOC-232	0	DIVERSITY IN US POPULATIONS	4	UG	NULL	F	4	4
SOC232	NULL	Surveys social diversity in the spheres of race and ethnicity, gender, religion and class in the U.S. in order to understand social stratification. Explores various historic, social and economic forces which have contributed to emergence and assignment of multiple identities among Americans. Major populations and identities such as African Americans, Native Americans, Hispanic Americans, Asian Americans and Anglo Americans will be covered. Prerequisite: a 100-level sociology course.	SOC  232                      	232	SOC	SOC-232	0	DIVERSITY IN US POPULATIONS	4	UG	NULL	F	4	4
SOC285	NULL	Studies early developmentof social thought, social and philosophical roots of sociology, and nature of 19th century sociological theory. Focuses on works of Marx, Durkheim, Weber and Simmel.  Prerequisite: SOC101.    	SOC  285                      	285	SOC	SOC-285	0	FOUNDATION OF SOCIOLOGICAL THOUGHT	4	UG	NULL	F	4	4
SOC310	Y	Discusses logic of statistical analysis in social research including matters of probability and sampling. Introduces univariate descriptive measures, multivariate statistics, and logic of inference and hypothesis testing. Weekly data analysis assignments employ Statistics Package for Social Sciences. Prerequisite: a 100-level sociology course for sociology majors or permission of instructor. Lab fee.	SOC  310                      	310	SOC	SOC-310	0	STATISTICS FOR SOCIAL RESEARCH	4	UG	Y	F	4	4
SOC311	NULL	Introduces logic of social scientific research. Explores different epistemological stances informing social scientific inquiry and traces methodological implications. Specific methods covered include survey research, archival research, content analysis, comparative-historical analysis, field research, participant observation and others. Requires development of independent research proposal.	SOC  311                      	311	SOC	SOC-311	0	SOCIAL RESEARCH METHODS	4	UG	NULL	F	4	4
SWK322	NULL	Examines domestic social policy issues, problems and programs in light of conflicting values, limited resources and matters of political/economic power.	SOC  322                      	322	SOC	SOC-322	0	SOCIAL POLICY AND INSTITUTIONS	4	UG	NULL	F	4	4
SOC333	NULL	Explores way femininity and masculinity have been informed by cultural practices throughout American history. Utilizes research from journalism, social science, women�s studies, and psychoanalysis to explore how certain behaviors and attitudes assumed to be naturally feminine or masculine are actually result of socialization. Grapples with implications of Christian faith for gender identity in contemporary American society.  Prerequisite: 100-level sociology course..	SOC  333                      	333	SOC	SOC-333	0	SOCIOLOGY OF GENDER	4	UG	NULL	F	4	4
SOC333	NULL	Explores way femininity and masculinity have been informed by cultural practices throughout American history. Utilizes research from journalism, social science, women�s studies, and psychoanalysis to explore how certain behaviors and attitudes assumed to be naturally feminine or masculine are actually result of socialization. Grapples with implications of Christian faith for gender identity in contemporary American society.  Prerequisite: 100-level sociology course..	SOC  333                      	333	SOC	SOC-333	0	SOCIOLOGY OF GENDER	4	UG	NULL	F	4	4
THT375	NULL	Courses in specialized areas of theatre offered periodically in conjunction with productions. Taught by professionals with training and expertise in specific fields. Skills include movement, stage combat, dialects, etc.	THT  375                      	375	THT	THT-375	0	PROFESSIONAL SKILLS	4	UG	NULL	V	4	2
SOC333	NULL	Explores way femininity and masculinity have been informed by cultural practices throughout American history. Utilizes research from journalism, social science, women�s studies, and psychoanalysis to explore how certain behaviors and attitudes assumed to be naturally feminine or masculine are actually result of socialization. Grapples with implications of Christian faith for gender identity in contemporary American society.  Prerequisite: 100-level sociology course..	SOC  333                      	333	SOC	SOC-333	0	SOCIOLOGY OF GENDER	4	UG	NULL	F	4	4
SOC335	NULL	Examines social change and continuity, development and underdevelopment in non-Western societies. Addresses impact of colonialism, modernity and globalization on cultures of these societies. Evaluates theories and models for development and  modernization from Christian perspective. Prerequisites: a 100-level sociology course and junior standing.	SOC  335                      	335	SOC	SOC-335	0	GLOBALISATION AND SOCIAL CHANGE	4	UG	NULL	F	4	4
SOC340	NULL	Explores various cross-cultural perspectives on gender in contemporary lives of women. Examines impact of traditional social systems on social and economic development of women, and addresses women�s critiques and suggestions for democratic social change. Incorporates current multidisciplinary research on gender. Prerequisites: a 100-level sociology course and junior standing.	SOC  340                      	340	SOC	SOC-340	0	WOMEN AND GLOBALISATION	4	UG	NULL	F	4	4
SOC411	NULL	Surveys prominent schools of 20th century social thought. Links developments in sociological theorizing to broader intellectual trends of period. Perspectives surveyed include phenomenology, symbolic interactionism, functionalism, neo-Marxian theory, structuralism and poststructuralism, feminist theory, and rational-choice theory. Prerequisite: SOC285 or permission of instructor.	SOC  411                      	411	SOC	SOC-411	0	CONTEMPORARY SOCIAL THEORY	4	UG	NULL	F	4	4
SPN102	NULL	Introduction to Spanish language and Hispanic cultures with practice in four skills associated with language learning: listening, speaking, reading and writing. Conducted  in Spanish. Prerequisite: SPN101.    	SPN  102                      	102	SPN	SPN-102	0	BEGINNING SPANISH II	4	UG	NULL	F	4	4
SPN201	NULL	Continued study and practice in Spanish language and Hispanic cultures through listening, speaking, reading and writing.  Conducted in Spanish. Prerequisite: SPN102, placement score or equivalent.	SPN  201                      	201	SPN	SPN-201	0	INTERMEDIATE SPANISH I	4	UG	NULL	F	4	4
SPN202	NULL	Continued study and practice in Spanish language and Hispanic cultures through listening, speaking, reading and writing. Prerequisite: SPN201 or permission of instructor.	SPN  202                      	202	SPN	SPN-202	0	INTERMEDIATE SPANISH II	4	UG	NULL	F	4	4
SPN311	NULL	Development of understanding of more complex points of syntax and idiomatic expressions through explanation, practice and application in both oral and written format. Conducted in Spanish. Prerequisite: SPN202, placement score or equivalent. (Alternate years.)	SPN  311                      	311	SPN	SPN-311	0	ADVANCED SPANISH SYNTAX	4	UG	NULL	F	4	4
SPN362	NULL	Survey of geography, history, fi ne arts, religious makeup, economics and demographics of Latin America. Conducted in Spanish. Prerequisite: SPN311 or  313 or equivalent. (Alternate years.)	SPN  362                      	362	SPN	SPN-362	0	LATIN AMER HISTORY/CULTURE/CIVILIV	4	UG	NULL	F	4	4
SPN371	NULL	Explores pertinent literary, linguistic or cultural topic not specifically covered elsewhere in curriculum. Designated as repeatable; students may enroll more than once if topic changes.  Prerequisites set by instructor.	SPN  371                      	371	SPN	SPN-371	0	SELECTED TOPICS	2	UG	NULL	V	8	2
SWK201	NULL	Introduces social work as human helping profession; includes history, value, knowledge and skill bases; addresses people in their environment and interaction of spiritual, biological, psychological and social systems with them. Highlights social work methods, settings, problem areas, client populations, social policy and institutions, and service delivery systems. Includes 25-hour contextual learning in human service setting. Fulfills core Civic Responsibility theme.	SWK  201                      	201	SWK	SWK-201	0	INTRO SOCIAL WORK/SOCIAL WELFARE	4	UG	NULL	F	4	4
SWK201	NULL	Introduces social work as human helping profession; includes history, value, knowledge and skill bases; addresses people in their environment and interaction of spiritual, biological, psychological and social systems with them. Highlights social work methods, settings, problem areas, client populations, social policy and institutions, and service delivery systems. Includes 25-hour contextual learning in human service setting. Fulfills core Civic Responsibility theme.	SWK  201                      	201	SWK	SWK-201	0	INTRO SOCIAL WORK/SOCIAL WELFARE	4	UG	NULL	F	4	4
